        0.00     89.0528     12.5659559920153772
        0.05    134.0105      0.9034303829939108
        0.10    128.7249      0.8688381304731480
        0.15    124.4897      0.8456866737903694
        0.20    120.2372      0.8317612284470219
        0.25    116.3024      0.8178727470922151
        0.30    112.5212      0.8082428782328235
        0.35    108.8367      0.7959179022578245
        0.40    104.9188      0.7898414518868061
        0.45    102.2723      0.7768810670850369
        0.50     98.6149      0.7677241013359690
        0.55     94.4334      0.7616567864252943
        0.60     91.0027      0.7527951799557735
        0.65     87.3467      0.7431510270335305
        0.70     83.7851      0.7319284940702525
        0.75     79.5107      0.7214092529595649
        0.80     74.7024      0.7115330179964870
        0.85     70.3309      0.6965660290223601
        0.90     64.7305      0.6759729816493709
        0.95     58.1940      0.6452612878871825
        1.00    684.2228      0.0338478143115080
