        0.00     99.3921     12.5663641357264328
        0.05    101.1813      0.9046005208831853
        0.10    101.6810      0.8693817826135003
        0.15    101.7135      0.8478523255469415
        0.20    101.5888      0.8319818192035190
        0.25    101.4053      0.8187282066633925
        0.30    101.1381      0.8074237243471761
        0.35    100.8771      0.7971179933403200
        0.40    100.5805      0.7875481273707209
        0.45    100.2770      0.7784765420179400
        0.50     99.9430      0.7697112954670963
        0.55     99.6342      0.7608687792403407
        0.60     99.2914      0.7519721519543102
        0.65     98.9826      0.7427359093147028
        0.70     98.6675      0.7328949067938639
        0.75     98.4054      0.7220004727774086
        0.80     98.1313      0.7099419937001034
        0.85     97.9600      0.6952802469362567
        0.90     97.9980      0.6760587165087428
        0.95     98.6450      0.6456391092904071
        1.00    705.4461      0.0340517558889987
