        0.10     59.4938     12.5662526752685828
        0.15    104.1175      1.1148073932552132
        0.20    102.1053      0.9530603107524335
        0.25    101.1631      0.8333464439880237
        0.30    100.5553      0.7355632524845837
        0.35    100.2882      0.6502620959121477
        0.40     99.8706      0.5763111636557826
        0.45     99.7102      0.5091900486371652
        0.50     99.3373      0.4472163882104216
        0.55     99.1019      0.3905022948470839
        0.60     98.7765      0.3368025778514417
        0.65     98.0666      0.2877198554336254
        0.70     97.9679      0.2406105792282771
        0.75     97.7101      0.1955184646504629
        0.80     97.1378      0.1529744106097539
        0.85     96.7147      0.1124299823328593
        0.90     95.2817      0.0733925174600731
        0.95     91.8633      0.0358558549465110
        1.00      0.0000      0.0000000000000000
