        0.10     57.6080     12.5663411294307572
        0.15    100.7959      1.1141318913673650
        0.20    100.0991      0.9525267480532533
        0.25     99.9029      0.8329757701699163
        0.30     99.8524      0.7353694852944082
        0.35     99.7688      0.6514228776116933
        0.40     99.7574      0.5767893681750389
        0.45     99.9128      0.5089202466411583
        0.50     99.8744      0.4478114026688868
        0.55    100.0295      0.3905256227072537
        0.60     99.8677      0.3376773294071440
        0.65    100.0460      0.2874774273818542
        0.70     99.9194      0.2405366671644716
        0.75     99.7536      0.1956419243788479
        0.80     99.8124      0.1531365961165739
        0.85     99.5073      0.1123447535350282
        0.90     99.0953      0.0734263308833811
        0.95     97.6325      0.0360083488114458
        1.00      0.0000      0.0000000000000000
