        0.10     54.8521     12.5662526752679202
        0.15    100.6967      1.1148073932552132
        0.20    100.2351      0.9530603107524335
        0.25    100.2175      0.8333464439880237
        0.30     99.9288      0.7355632524845837
        0.35    100.0822      0.6502620959121477
        0.40    100.0016      0.5763111636557826
        0.45     99.9300      0.5091900486371652
        0.50     99.9364      0.4472163882104216
        0.55     99.8652      0.3905022948470839
        0.60     99.9428      0.3368025778514417
        0.65     99.7784      0.2877198554336254
        0.70     99.5426      0.2406105792282771
        0.75     99.8805      0.1955184646504629
        0.80    100.3416      0.1529744106097539
        0.85     99.8010      0.1124299823328593
        0.90     95.8290      0.0733925174600731
        0.95     59.7491      0.0358558549465110
        1.00      0.0000      0.0000000000000000
